testset_id,group,text_block_en,final_human_label,label_a,explanation_a,label_b,explanation_b,label_tiebreak,tiebreak_reasoning,final_label,decision_type
228,USA,"Bewaffnete ""schnelle Eingreiftruppe""

Die Oath Keepers, 2009 von Rhodes gegründet, gehören zusammen mit den Proud Boys zu den prominentesten Rechtsextremisten, die an dem Angriff auf das Kapitol beteiligt waren. Sie sind eine regierungsfeindliche, rechtsgerichtete politische Organisation, die sich für die Unterstützung und Verteidigung ihrer Auslegung der US-Verfassung gegen alle Feinde im In- und Ausland einsetzt. Die Gruppe ist mit der Milizbewegung verbunden, einer extremistischen Dachorganisation, die auf der Überzeugung beruht, dass die US-Regierung Teil einer bösen Verschwörung ist, die darauf abzielt, den [Gruppe 1] ihre natürlichen Rechte und Freiheiten zu nehmen.

Die Staatsanwaltschaft hat eine Fülle von Beweisen gegen die Oath Keepers gesammelt, darunter verschlüsselte Handy-Chats und Aufnahmen von Online-Treffen. Den Mitgliedern wird nicht nur vorgeworfen, mit militärischen Formationen in das Gebäude eingedrungen zu sein, sondern auch, eine bewaffnete ""schnelle Eingreiftruppe"" in einem Hotel in Virginia stationiert zu haben, um bei Bedarf nach Washington stürmen zu können.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Der Text beschreibt die **Oath Keepers** als rechtsextreme Gruppe, die am **US-Kapitol-Angriff beteiligt war**, aber die **[Gruppe 1]** (hier: [Gruppe 1] als Opfer einer angeblichen Verschwörung) wird **nicht als Täter, Unterstützer oder Sicherheitsrisiko** dargestellt – sie erscheint vielmehr als **Opfer einer ideologischen Bedrohung** durch die Oath Keepers. Da es sich um einen **ausländischen Konflikt (USA)** handelt und die **[Gruppe 1]** nicht selbst mit Kriminalität, Gewalt oder Sicherheitsgefahr in Deutschland verknüpft wird, gilt **NO_CRIME_FRAME**.",NO_CRIME_FRAME,"Die Gruppe wird nicht explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Deutschland verknüpft, sondern ist Teil einer Beschreibung über eine rechtsextreme Organisation in den USA.",,,NO_CRIME_FRAME,agreement
229,RUS,"Zudem stellen auch Krankheiten die Bevölkerung vor große Probleme: „Viele von uns sind krank geworden, wegen der Feuchtigkeit und der Kälte. Wir haben versucht, die Hygienestandards so weit wie möglich einzuhalten, aber das war nicht immer möglich.“

Die Angriffe der Truppen des Kreml-Tyrannen Wladimir Putin (69) werden derweil immer gnadenloser: Am Mittwoch zerstörten die [Gruppe 1] mit einem weiteren Angriff eine Geburtsklinik.

Nach Angaben des Vize-Bürgermeister Sergej Orlow starben mindestens drei Menschen – darunter ein Mädchen. 17 Menschen seien verletzt worden, darunter auch Schwangere, sagte Orlow dem britischen Sender BBC.",NO_CRIME_FRAME,NO_CRIME_FRAME,"Die Gruppe wird als Akteurin eines **Kriegshandlungs** (Angriff auf eine Geburtsklinik) im **geopolitischen Konflikt zwischen Staaten** dargestellt, was nach den Regeln explizit als **NO_CRIME_FRAME** zu klassifizieren ist – unabhängig von der Schwere der Tat.",CRIME_FRAME_NEG,"Die [Gruppe 1] wird explizit als Täter eines Angriffs auf eine Geburtsklinik dargestellt, bei dem Menschen getötet und verletzt wurden, was eine klare Verknüpfung mit Gewalt und Kriminalität herstellt.",NO_CRIME_FRAME,"Da die beschriebenen Angriffe im Kontext eines internationalen Konflikts außerhalb Deutschlands stattfinden, trifft die Definition von NO_CRIME_FRAME zu, während CRIME_FRAME_NEG explizit ein Sicherheitsproblem im deutschen Inland voraussetzt.",NO_CRIME_FRAME,tiebreak
230,MIGR,"Auch wenn es Hinweise darauf gebe, dass Antragsteller »in patriarchalischen Familienstrukturen« verhaftet seien oder die islamische Scharia über die deutsche Rechtsordnung stellten, soll eine Einbürgerung verwehrt werden können.

Dem Entwurf zufolge ist auch geplant, die Abfrage bei den Sicherheitsbehörden auszuweiten. Neben dem Verfassungsschutz sollen etwa auch bei Bundesnachrichtendienst, Bundespolizei und Bundeskriminalamt Informationen eingeholt werden. So soll ausgeschlossen werden, dass [Gruppe 1] und [Gruppe 1] »mit terroristischem oder islamistischem Hintergrund in den deutschen Staatsverband aufgenommen werden«.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Text verknüpft die Gruppe explizit mit **terroristischem oder islamistischem Hintergrund** und **Sicherheitsrisiken** im Kontext von Einbürgerungsverfahren sowie erweiterter Abfragen bei Sicherheitsbehörden – dies zählt als institutionelle Bedrohungsrahmung und Verdachtskonstruktion.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit terroristischem oder islamistischem Hintergrund in Verbindung gebracht und es wird eine Verknüpfung mit Sicherheitsbehörden und dem Ziel, eine Aufnahme in den deutschen Staatsverband zu verhindern, hergestellt.",,,CRIME_FRAME_NEG,agreement
231,ARAB,"Linke Gruppen und junge [Gruppe 1] liefern sich Auseinandersetzungen mit der Polizei

In zahlreichen Orten in Schweden kam es über die Ostertage zu schweren Auseinandersetzungen der Polizei auf der einen Seite mit linken Gruppen und sich mit ihnen verbündenden jungen [Gruppe 1]. Steine und Brandsätze flogen, die Polizisten mussten mehrfach die Schusswaffe zum Einsatz bringen.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Die Gruppe wird explizit als Akteurin von Gewalt und Straftaten (Steine, Brandsätze, Einsatz von Schusswaffen) dargestellt und direkt mit polizeilichen Auseinandersetzungen verknüpft, was eine klare Bedrohungssituation im Sicherheitskontext darstellt.",CRIME_FRAME_NEG,"Die junge [Gruppe 1] wird explizit mit Auseinandersetzungen, Gewalt und dem Werfen von Steinen und Brandsätzen in Verbindung gebracht, was eine negative Darstellung im Kontext von Kriminalität und Sicherheit darstellt.",,,CRIME_FRAME_NEG,agreement
232,JUDE,"Es spricht für Lambertys These, dass die Einstufung der AfD als rechtsextremer Verdachtsfall Wäh­le­r*in­nen der AfD ebenso wenig gestört haben wie die fortgesetzte Radikalisierung der Partei. In Konsequenz lässt sich immer unverhohlener rechtsextremes Auftreten von Anhängerschaft und Funk­tio­nä­r*in­nen beobachten: Vergangenen Samstag bei der AfD-Großdemo in Berlin posierte ein Thüringer AfD-Politiker Holger Winterstein freudestrahlend mit den Händen zum Himmel auf einer Stele des Holocaust-Mahnmals und schrieb dazu: „Wir da unten haben denen da oben ihren Weg gezeigt – ohne Umweg, über die hochverdiente Hölle, ins Nirvana.“

Ähnlich revisionistisch wie der Thüringer Landeschef Björn Höcke, der das Denkmal der ermordeten [Gruppe 1] 2017 als „Denkmal der Schande“ bezeichnete und eine „erinnerungspolitische Wende“ forderte, schrieb Winterstein nach öffentlicher Empörung dazu, der Zeitgeist sei nur eine kurze Erscheinung: „Thüringer, Franken, Sachsen, Bayern, Schwaben, Friesen … wir sind das Volk.“ Winterstein war 2019 Landtagskandidat der von Höcke dominierten völkischen AfD Thüringen.

Nicht nur Ralf Stegner von der SPD empörte sich: „Wer immer noch nicht kapiert hat, dass das ekelhafte rechtsradikale Pack bekämpft und diese Typen wieder aus den Parlamenten vertrieben werden müssen, dem ist nicht zu helfen!“",NO_CRIME_FRAME,NO_CRIME_FRAME,"**Label:** **NO_CRIME_FRAME**
**Explanation:** Der Text beschreibt rechtsextreme Äußerungen und symbolische Gewalt (z. B. Holocaust-Mahnmal-Pose) von AfD-Funktionären, aber **nicht** eine explizite Verknüpfung der **[Gruppe 1]** (hier: ermordete [Gruppe 1] im Holocaust-Kontext) mit Kriminalität, Sicherheit, Terrorismus oder Gewalt im deutschen Inland – stattdessen wird die Gruppe als **Opfer** historischer Verbrechen thematisiert, während die AfD als Täterin von **symbolischer Gewalt** und **politischer Radikalisierung** dargestellt wird.",NO_CRIME_FRAME,"Der Absatz beschreibt politische Kontroversen und rechtsextreme Äußerungen von AfD-Politikern, ohne jedoch die [Gruppe 1] explizit mit Kriminalität, Sicherheit, Terrorismus, Gewaltlegitimation, Verdacht, Ermittlungen oder Prävention in Verbindung zu bringen.",,,NO_CRIME_FRAME,agreement
233,AFG,"Die Spurensicherung war Ende Juni bis in den Vormittag am Tatort. © Roland Halkasch

Aufgeflogen war der Mord, weil der Tatverdächtige sich selbst bei der Polizei meldete und die Beamten zu der betreffenden Wohnung führte. Jetzt erhebt die Staatsanwaltschaft Dresden Klage gegen den heute 22-jährigen [Gruppe 1].

Laut den Erkenntnissen der Ermittler soll der junge Mann am 27. Juni gegen 2 Uhr in der Nacht auf seinen Bekannten eingestochen haben. Mit einer Tötungsabsicht habe er das Messer in den Hals des Mannes gerammt, um eine Halsschlagader zu durchtrennen, so die Staatsanwaltschaft in einer Mitteilung vom heutigen Freitag.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die [Gruppe 1] explizit mit einer mutmaßlichen Straftat (Mordversuch) und nennt konkrete Ermittlungsergebnisse sowie eine Anklage gegen ein Gruppenmitglied.",CRIME_FRAME_NEG,"Der Absatz beschreibt einen [Gruppe 1]-Mann, der als Tatverdächtiger einer Mordtat festgenommen und von der Staatsanwaltschaft angeklagt wird, was eine explizite Verknüpfung der Gruppe mit Kriminalität darstellt.",,,CRIME_FRAME_NEG,agreement
234,NLD,"Die Polizei hielt das Fahrzeug des [Gruppe 1] an und konnte unter anderem den Trachtenhut sicherstellen. Sieben gestohlene Maßkrüge gehörten auch zum Diebesgut. (Symbolbild) © Patrick Seeger/dpa

GAP - Am Montagmorgen, gegen 01.40 Uhr, befand sich ein in Tracht gekleideter 17-jähriger [Andere Gruppe] aus Krün in der Nähe des Festzeltes Partenkirchen. Der Bierzeltbesucher trug zu seiner Tracht einen ca. 700 Euro teuren Hut mit einem Adlerflaum. Unvermittelt entwendete ein 26-jähriger [Gruppe 1] den Hut vom Kopf des Krüners, stieg in seinen Pkw und flüchtete.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Ein Gruppenmitglied ([Gruppe 1]) wird explizit als Täter eines Diebstahls (Entwendung eines teuren Huts) dargestellt und mit einer Flucht in Verbindung gebracht, was eine direkte Verknüpfung mit Kriminalität darstellt.",CRIME_FRAME_NEG,"Der Absatz beschreibt ein Gruppenmitglied, das explizit als Täter einer Straftat, nämlich des Diebstahls, dargestellt wird und direkt mit Kriminalität verknüpft ist.",,,CRIME_FRAME_NEG,agreement
235,SYR,"[[[[In der Nähe des Klärwerks Leudelsbach wurde die Leiche der Jugendlichen an der Enz gefunden]]]]

[[Gleichzeitig nahmen Kripo-Beamte einen [Gruppe 1] (35) in einer Nachbarstadt von Tabithas Wohnort Asperg fest. Am nächsten Tag beantragte die Staatsanwaltschaft einen Haftbefehl: Totschlag. ]]

[[ Ein Ermittler: „Der Tatverdächtige hat im Rahmen der Vorführung vor dem Haftrichter umfassend von seinem Schweigerecht Gebrauch gemacht.“ Der Verdächtige kam in U-Haft.]]",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"Ein Gruppenmitglied wird explizit als **Tatverdächtiger im Rahmen eines Totschlagermittlungsverfahrens** genannt, inklusive Haftbefehl und U-Haft – dies zählt als direkte Verknüpfung mit Kriminalität und Ermittlungen.",CRIME_FRAME_NEG,"Der Absatz verknüpft ein Gruppenmitglied explizit mit einer Straftat, indem es berichtet, dass ein [Gruppe 1] wegen Totschlags festgenommen und in U-Haft genommen wurde, was eine direkte Verbindung zwischen der Gruppe und Kriminalität herstellt.",,,CRIME_FRAME_NEG,agreement
236,ISLMST,"Salafistische Gruppen und andere islamistische Bewegungen haben in Deutschland nicht mehr ganz so viel Zulauf. „Anders als in den Jahren zuvor ist die Gesamtzahl der Personen im Bereich Salafismus erstmals rückläufig“, teilte die Bundesregierung in einer Antwort auf eine parlamentarische Anfrage des AfD-Abgeordneten Martin Hess und seiner Fraktion mit. Darin war nach aktuellen Trends im islamistischen Extremismus zum Ende des Jahres 2021 gefragt worden. Der Verfassungsschutzbericht, der das Gesamtjahr 2021 abbildet, ist noch nicht veröffentlicht. Zwischen 2017 und 2020 hatte der Inlandsgeheimdienst jeweils einen leichten Anstieg bei der Zahl der [Gruppe 1] verzeichnet.

Ursächlich für den nun beobachteten leichten Rückgang seien unter anderem Vereinsverbote, Haftstrafen gegen Szeneangehörige sowie der Niedergang der Terrormiliz „Islamischer Staat“ (IS). Zudem seien salafistische Missionierungsaktivitäten durch die Corona-Pandemie gebremst worden. Diese hätten sich nun noch weiter in den privaten Bereich verlagert.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die Gruppe explizit mit **islamistischem Extremismus, Terrorismus (IS), Vereinsverboten, Haftstrafen gegen Szeneangehörige** und **Missionierungsaktivitäten**, die als sicherheitsrelevant und präventiv relevant dargestellt werden – allerdings im Kontext von **Bedrohung und staatlichen Gegenmaßnahmen**, nicht von Prävention oder Sicherheitsgewinn. Die Gruppe wird als **Akteur im Kontext von Extremismus und potenzieller Gewalt** thematisiert, was als **CRIME_FRAME_NEG** klassifiziert wird.",CRIME_FRAME_NEG,"Der Absatz verknüpft die Gruppe explizit mit islamistischem Extremismus, Terrorismus und Szeneangehörigen, die Haftstrafen erhalten haben, was eine negative Darstellung der Gruppe im Kontext von Kriminalität und Sicherheitsbedrohung darstellt.",,,CRIME_FRAME_NEG,agreement
237,SYR,"Laut Peci sei dies nicht das erste Mal, dass die Türkei den IS unterstützt habe. Und über die DITIB, die in Deutschland fast 1000 Moscheen betreibe, würde die radikal-islamische Türkei unter Erdogan die Islamisierung Deutschland weiter vorantreiben.

Auf Platz eins landet ein weiterer vereitelter Terror-Anschlag in Deutschland. In Berlin steht gerade ein 29-jähriger [Gruppe 1] vor Gericht, der sich ab 2019 mit konkreten Anschlagsplänen befasst haben soll. Die Anklage geht davon aus, dass er „möglichst viele Menschen töten“ wollte. Der mutmaßliche Terrorist reiste 2014 als „[Andere Gruppe]“ ein und erhielt eine Aufenthaltserlaubnis. Im Frühjahr 2019 soll er sich in einer Chat-Gruppe mit Anhängern des Islamischen Staates immer wieder intensiv über den Bau von Bomben informiert haben. Es ging um Plastiksprengstoff, Paket- und Magnetbomben, Kalaschnikow-Sturmgewehre und Maschinenpistolen.

Laut Berliner Zeitung soll der syrische [Andere Gruppe] im August und September 2019 dann Chemikalien wie Aceton und Wasserstoffperoxidlösung gekauft haben. Substanzen, die zur Herstellung des hochexplosiven Sprengstoffs Triacetontriperoxid (TATP) benötigt werden, das auch bei den Terroranschlägen in Paris benutzt wurde. Erst durch Warnungen eines ausländischen Geheimdienstes sei die Polizei auf die Spur des [Gruppe 1] gekommen. Am 19.11.2019 stürmte die Spezialeinheit GSG 9 der Bundespolizei die Neubauwohnung des [Andere Gruppe] in der Nähe des Rathauses Schöneberg im Berliner Westen und verhaftete ihn.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit einem **mutmaßlichen Terroranschlag**, **konkreten Anschlagsplänen**, **Bombenbau** und **terroristischer Absicht** („möglichst viele Menschen töten“), wobei Ermittlungen, Verdacht und eine **polizeiliche Festnahme** direkt mit der Gruppe verbunden sind.",CRIME_FRAME_NEG,"Der Absatz beschreibt explizit, wie ein [Gruppe 1] mit konkreten Terroranschlagsplänen in Verbindung gebracht wird, einschließlich des Kaufs von Chemikalien für die Herstellung von Sprengstoffen und der Planung von Anschlägen, was ihn direkt mit Kriminalität und Terrorismus verknüpft.",,,CRIME_FRAME_NEG,agreement
238,REFUG,"„Die Zahlen geben uns leider erneut recht: [Andere Gruppe] sind überproportional oft an Messerdelikten beteiligt“, kommentierte der innenpolitische Sprecher der AfD-Fraktion, Markus Wagner, die Statistik: „Das zu ignorieren, heißt Fakten zu ignorieren. Und die Fakten zu ignorieren, heißt Lösungen zu ignorieren.“

Wagner kritisierte vor allem, daß ein großer Anteil der Tatverdächtigen als angebliche „[Gruppe 1]“ erst mit der Masseneinwanderung nach 2015 ins Land kamen. „Wir als AfD haben vor der unkontrollierten Migration der letzten Jahre ebenso gewarnt wie vor der Bildung von Parallelgesellschaften“. (JF)",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG
**Explanation:** Der Absatz verknüpft die **[Gruppe 1]** explizit mit Messerdelikten und Tatverdächtigen, die nach 2015 ins Land kamen, sowie mit der Bildung von „Parallelgesellschaften“ als Sicherheitsrisiko – dies zählt als generalisierte Bedrohungsrahmung und direkte Kriminalitätszuschreibung.",CRIME_FRAME_NEG,"Die [Andere Gruppe] wird explizit mit Messerdelikten in Verbindung gebracht und als überproportional oft an diesen Delikten beteiligt dargestellt, während die [Gruppe 1] in einem Kontext von unkontrollierter Migration und Parallelgesellschaften erwähnt wird, was eine negative Darstellung im Zusammenhang mit Kriminalität und Sicherheit impliziert.",,,CRIME_FRAME_NEG,agreement
239,TRKD,"[Andere Gruppe]-Gangs terrorisieren Malmö

Zwar will Mounk Terroranschläge nicht relativieren, doch verfällt er in altbekannte Muster. Wie könne man gegen Einwanderung protestieren, wo doch ein polnischer [Andere Gruppe] sich in London einem pakistanischen Terroristen mutig entgegengestellt habe? Zudem würden die meisten [Andere Gruppe] im Westen die dortigen Demokratien aus vollem Herzen unterstützen. Was zweifelhaft bleibt, da auch in Deutschland regelmäßig Tausende [Andere Gruppe] bei Demonstrationen Israel den Tod wünschen, oder die Mehrheit der [Gruppe 1] das autoritäre türkische Verfassungsreferendum stützte.

Auch will Mounk sich nicht von den arabischen Straßenbanden, die Malmö terrorisieren, aus der Ruhe bringen lassen. Gangs aus Iren und [Andere Gruppe] habe es bereits in New York gegeben, doch diese seien durch entschiedene Polizeimaßnahmen bezwungen worden. Doch im heutigen Deutschland, das in kriminellen Banden nur eine „Partyszene“ oder „erlebnisorientierte Jugendliche“ erblickt, ist wohl jede Hoffnung vergebens.",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** CRIME_FRAME_NEG

**Explanation:** Der Text verknüpft die **[Andere Gruppe]** explizit mit kriminellen Banden („arabische Straßenbanden, die Malmö terrorisieren“) und stellt sie als Quelle von Gewalt und Sicherheitsbedrohung dar, ohne dies zu relativieren oder zu differenzieren.",CRIME_FRAME_NEG,"Der Absatz verknüpft explizit [Andere Gruppe]-Gangs mit Terrorismus und Kriminalität in Malmö und erwähnt auch, dass arabische Straßenbanden die Stadt terrorisieren, was eine direkte Verbindung zwischen der Gruppe und Sicherheitsbedrohungen herstellt.",,,CRIME_FRAME_NEG,agreement
240,ISLMST,"Immer wieder behaupteten diese Männer, sie seien Studenten. Alle studieren angeblich dasselbe: Medizin. Überprüfen ließ mich das kaum einer. Russisch sprach ebenso nahezu keiner. Am auffälligsten waren aus den Zügen ausgestiegene Tschetschenen, die gut gebaut waren, oftmals längere Bärte trugen und auffallend gute Laune hatten und laut lachten. Keinem Kriegsflüchtling ist zum Lachen zumute. Und wieso mussten diese Männer nicht im Land bleiben um zu verteidigen oder zu kämpfen?

Der Verdacht: Diese Männer wurden von Putin geschickt. Bereits seit 2002 werden tschetschenische Agenten von der russischen Regierung in Europa eingeschleust, die sich als [Andere Gruppe] ausgeben. Deren Ziel sei es, für Chaos und Destabilisierung zu sorgen. Diese Tschetschenen sind in der Regel zugleich [Gruppe 1]. Könnte das Putins neue Kriegsführung sein? Ich spreche einen Bundespolizisten an der Grenze darauf an – „ja, davon haben wir schon gehört. Der Hauptbahnhof Berlin hat uns hingewiesen, dass wir auf Tschetschenen achten sollen“.

Wo war Frau Feasers Kontrolle, als diese Tschetschenen mit mutmaßlich gefälschten Pässen eingereist sind? Sie sind nun in Deutschland. Wer sie sind, wo sie sind, und was sie vorhaben, bleibt unbekannt. Wenn die Bundespolizei, die dem Bundesinnenministerium unterstellt ist, darüber Kenntnis hat, dann hat Nancy Faeser diese Informationen ebenfalls vorliegen. Ist das also Faesers „Kontrolle“? Sind das die Personen, von denen Faeser „genau“ weiß, dass sie kommen?",CRIME_FRAME_NEG,CRIME_FRAME_NEG,"**Label:** **CRIME_FRAME_NEG**

**Explanation:** Der Text verknüpft die Gruppe explizit mit **mutmaßlichen Sicherheitsbedrohungen** (Chaos, Destabilisierung, Einschleusung als Agenten), **Verdacht auf gefälschte Pässe** und **polizeilichen Ermittlungen** („Bundespolizei achte auf Tschetschenen“), was als **CRIME_FRAME_NEG** klassifiziert wird – selbst wenn die Vorwürfe nicht gerichtlich bestätigt sind.",CRIME_FRAME_NEG,"Die Gruppe wird explizit mit dem Verdacht der Spionage, Destabilisierung und möglicherweise gefälschten Pässen in Verbindung gebracht, was als Bedrohung für die öffentliche Sicherheit in Deutschland dargestellt wird.",,,CRIME_FRAME_NEG,agreement
